"","name","decimalLongitude","decimalLatitude"
"45975","Dipodomys compactus",-97.185178,27.67574
"45976","Dipodomys compactus",-97.23665,27.67297
"45977","Dipodomys compactus",-97.23665,27.67297
"45978","Dipodomys compactus",-97.23665,27.67297
"45979","Dipodomys compactus",-97.23665,27.67297
"45980","Dipodomys compactus",-97.185178,27.67574
"45981","Dipodomys compactus",-97.23665,27.67297
"45982","Chaetodipus hispidus",-98.21875,29.361137
"45983","Chaetodipus hispidus",-98.21875,29.361137
"45989","Chaetodipus hispidus",-98.8765,29.45656
"45990","Chaetodipus hispidus",-98.8765,29.45656
"45994","Chaetodipus hispidus",-98.8765,29.45656
"45996","Chaetodipus hispidus",-99.936314,27.984328
"45997","Chaetodipus hispidus",-99.936314,27.984328
"45999","Chaetodipus hispidus",-99.936314,27.984328
"46000","Chaetodipus hispidus",-99.936314,27.984328
"46001","Chaetodipus hispidus",-99.936314,27.984328
"46002","Chaetodipus hispidus",-99.936314,27.984328
"46004","Chaetodipus hispidus",-99.936314,27.984328
"46005","Perognathus merriami",-99.936314,27.984328
"46006","Chaetodipus hispidus",-99.936314,27.984328
"46069","Dipodomys compactus",-97.23665,27.67297
"46071","Dipodomys compactus",-97.23665,27.67297
"46073","Dipodomys compactus",-97.23665,27.67297
"46076","Dipodomys compactus",-97.23665,27.67297
"46077","Dipodomys compactus",-97.23665,27.67297
"46078","Dipodomys compactus",-97.23665,27.67297
"46079","Dipodomys compactus",-97.23665,27.67297
"46082","Dipodomys compactus",-97.23665,27.67297
"46083","Dipodomys compactus",-97.23665,27.67297
"46084","Dipodomys compactus",-97.23665,27.67297
"46085","Dipodomys compactus",-97.23665,27.67297
"46086","Dipodomys compactus",-97.23665,27.67297
"46087","Dipodomys compactus",-97.23665,27.67297
"46088","Dipodomys compactus",-97.23665,27.67297
"46089","Dipodomys compactus",-97.23665,27.67297
"46091","Dipodomys compactus",-97.23665,27.67297
"46092","Dipodomys compactus",-97.23665,27.67297
"46200","Liomys irroratus",-98.230012,26.116252
"46211","Dipodomys compactus",-98.657398,29.226154
"46212","Dipodomys compactus",-98.657398,29.226154
"46246","Chaetodipus eremicus",-96.886,29.211
"46256","Chaetodipus hispidus",-98.657398,29.226154
"46257","Perognathus flavus",-98.658,29.226
"46262","Perognathus merriami",-99.5071449002206,27.5934134504493
"46263","Perognathus merriami",-99.5071449002206,27.5934134504493
"46333","Perognathus",-98.0035314143512,28.4492479310242
"46334","Dipodomys",-98.0035314143512,28.4492479310242
"46335","Chaetodipus hispidus",-98.0035314143512,28.4492479310242
"46336","Chaetodipus hispidus",-98.177,28.526
"46337","Chaetodipus hispidus",-98.0035314143512,28.4492479310242
"46338","Chaetodipus hispidus",-98.0035314143512,28.4492479310242
"46339","Chaetodipus hispidus",-98.0035314143512,28.4492479310242
"46340","Chaetodipus hispidus",-98.0035314143512,28.4492479310242
"46350","Chaetodipus hispidus",-98.6575,29.226111
"46362","Perognathus merriami",-98.657398,29.226154
"46373","Perognathus merriami",-98.657398,29.226154
"46374","Perognathus flavus",-98.7664,29.2884
"46376","Liomys irroratus",-97.497,25.901
"46377","Perognathus flavus",-99.86,28.522
"46378","Perognathus flavus",-98.6781231675379,27.3062869563697
"46380","Perognathus flavus",-98.144,27.227
"46382","Liomys irroratus",-97.497,25.901
"46385","Liomys irroratus",-97.497,25.901
"46386","Dipodomys ordii",-97.135381,27.739381
"46387","Perognathus flavus",-98.6781231675379,27.3062869563697
"46388","Perognathus flavus",-98.144,27.227
"46389","Perognathus flavus",-99.86,28.522
"46390","Perognathus flavus",-98.6781231675379,27.3062869563697
"46391","Liomys irroratus",-97.497,25.901
"46392","Liomys irroratus",-97.497,25.901
"46393","Liomys irroratus",-97.497,25.901
"46394","Perognathus flavus",-98.6781231675379,27.3062869563697
"46396","Liomys irroratus",-97.497,25.901
"46397","Liomys irroratus",-97.497,25.901
"46398","Liomys irroratus",-97.497,25.901
"46399","Dipodomys compactus",-97.131389,27.739167
"46400","Liomys irroratus",-97.497,25.901
"46401","Liomys irroratus",-97.497,25.901
"46404","Dipodomys ordii",-98.144,27.227
"46406","Perognathus flavus",-98.144,27.227
"46409","Perognathus flavus",-98.6781231675379,27.3062869563697
"46410","Liomys irroratus",-97.497,25.901
"46412","Dipodomys ordii",-98.6781231675379,27.3062869563697
"46414","Dipodomys ordii",-98.144,27.227
"46415","Dipodomys ordii",-98.6781231675379,27.3062869563697
"46417","Liomys irroratus",-97.497,25.901
"46419","Dipodomys ordii",-97.135381,27.739381
"46420","Chaetodipus hispidus",-97.497,25.901
"46423","Liomys irroratus",-97.631,26.132
"46425","Dipodomys ordii",-98.144,27.227
"46428","Dipodomys ordii",-98.6781231675379,27.3062869563697
"46431","Dipodomys ordii",-97.083,27.832
"46432","Dipodomys ordii",-97.083,27.832
"46433","Dipodomys ordii",-97.083,27.832
"46434","Dipodomys ordii",-97.083,27.832
"46435","Dipodomys ordii",-97.083,27.832
"46436","Dipodomys ordii",-97.083,27.832
"46437","Dipodomys ordii",-97.083,27.832
"46438","Dipodomys ordii",-97.083,27.832
"46439","Dipodomys ordii",-97.083,27.832
"46440","Dipodomys ordii",-97.381,27.836
"46441","Dipodomys ordii",-97.083,27.832
"46442","Dipodomys ordii",-97.083,27.832
"46443","Dipodomys ordii",-97.083,27.832
"46444","Dipodomys ordii",-97.083,27.832
"46445","Dipodomys ordii",-97.381,27.836
"46446","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46447","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46448","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46449","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46450","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46451","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46452","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46453","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46454","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46455","Dipodomys compactus",-97.1962548559263,27.6366128083091
"46457","Dipodomys compactus",-98.82452,28.43667
"46458","Perognathus merriami",-98.928141,27.424783
"46459","Perognathus merriami",-98.928141,27.424783
"46460","Perognathus merriami",-98.9280798585359,27.4252016905408
"46461","Dipodomys compactus",-98.82452,28.43667
"46462","Dipodomys ordii",-97.0610839368908,27.5002552380375
"46463","Dipodomys ordii",-97.0610839368908,27.5002552380375
"46464","Perognathus merriami",-98.9280798585359,27.4252016905408
"46465","Perognathus merriami",-98.9280798585359,27.4252016905408
"46468","Liomys irroratus",-97.993,26.293
"46470","Liomys irroratus",-97.993,26.293
"46487","Perognathus",-97.301,29.266
"46590","Perognathus merriami",-100.492,28.785
"46591","Perognathus merriami",-100.492,28.785
"46592","Perognathus merriami",-100.492,28.785
"46593","Perognathus merriami",-100.492,28.785
"46594","Perognathus merriami",-100.492,28.785
"46595","Perognathus merriami",-100.492,28.785
"46596","Perognathus merriami",-100.492,28.785
"46597","Perognathus merriami",-100.492,28.785
"46599","Chaetodipus nelsoni",-97.23,29.214
"46600","Chaetodipus nelsoni",-97.23,29.214
"46601","Chaetodipus penicillatus",-96.886,29.211
"46602","Chaetodipus penicillatus",-96.886,29.211
"46609","Liomys irroratus",-97.488,25.915
"46611","Chaetodipus hispidus",-97.629,25.928
"46613","Liomys irroratus",-97.645,25.928
"46619","Dipodomys ordii",-97.488,25.915
"46626","Chaetodipus hispidus",-98.065,27.757
"46629","Liomys irroratus",-97.488,25.915
"46632","Liomys irroratus",-97.488,25.915
"46634","Liomys irroratus",-97.645,25.928
"46642","Perognathus merriami",-98.73943,29.15424
"46643","Liomys irroratus",-97.488,25.915
"46694","Liomys irroratus",-97.488,25.915
"46711","Perognathus merriami",-98.75113,29.14397
"46712","Perognathus merriami",-98.75113,29.14397
"46735","Perognathus merriami",-98.73943,29.15424
"46749","Perognathus flavus",-98.124458,29.703002
"46755","Perognathus flavus",-98.124458,29.703002
"46763","Liomys irroratus",-97.496792,25.900526
"46765","Liomys irroratus",-97.496792,25.900526
"46822","Dipodomys compactus",-98.7964,29.2332999991953
"46823","Dipodomys compactus",-98.7964,29.2332999991953
"46824","Chaetodipus hispidus",-98.7964,29.2332999991953
"46825","Chaetodipus eremicus",-98.7964,29.2332999991953
"46826","Dipodomys compactus",-98.7964,29.2332999991953
"46827","Dipodomys compactus",-98.7964,29.2332999991953
"46833","Perognathus flavus",-98.769722,29.203037
"46834","Perognathus merriami",-98.7964,29.2332999991953
"46835","Perognathus merriami",-98.7964,29.2332999991953
"46836","Chaetodipus hispidus",-98.7964,29.2332999991953
"46837","Dipodomys compactus",-98.7964,29.2332999991953
"46838","Dipodomys compactus",-98.7964,29.2332999991953
"46839","Dipodomys compactus",-98.7964,29.2332999991953
"46840","Perognathus merriami",-98.7964,29.2332999991953
"46841","Dipodomys compactus",-98.7964,29.2332999991953
"46842","Dipodomys compactus",-98.7964,29.2332999991953
"46843","Dipodomys compactus",-98.7964,29.2332999991953
"46844","Perognathus merriami",-98.7964,29.2332999991953
"46845","Dipodomys compactus",-98.7964,29.2332999991953
"46846","Dipodomys compactus",-98.7964,29.2332999991953
"46847","Dipodomys compactus",-98.7964,29.2332999991953
"46848","Dipodomys compactus",-98.7964,29.2332999991953
"46849","Dipodomys compactus",-98.7964,29.2332999991953
"46850","Perognathus merriami",-98.6575,29.226111
"46851","Perognathus merriami",-98.6575,29.226111
"46852","Perognathus merriami",-98.7964,29.2332999991953
"46853","Perognathus merriami",-98.6575,29.226111
"46854","Dipodomys compactus",-98.6575,29.226111
"46855","Perognathus merriami",-98.7964,29.2332999991953
"46856","Perognathus merriami",-98.7964,29.2332999991953
"46857","Perognathus merriami",-98.7964,29.2332999991953
"46858","Perognathus merriami",-98.7964,29.2332999991953
"46859","Perognathus merriami",-98.7964,29.2332999991953
"46860","Perognathus merriami",-98.7964,29.2332999991953
"46861","Perognathus merriami",-98.7964,29.2332999991953
"46862","Perognathus merriami",-98.7964,29.2332999991953
"46863","Perognathus merriami",-98.7964,29.2332999991953
"46864","Perognathus merriami",-98.7964,29.2332999991953
"46865","Perognathus merriami",-98.7964,29.2332999991953
"46866","Dipodomys compactus",-98.6575,29.226111
"46867","Perognathus flavus",-98.6575,29.226111
"46868","Dipodomys compactus",-98.6575,29.226111
"46869","Perognathus merriami",-98.6575,29.226111
"46870","Perognathus merriami",-98.6575,29.226111
"46871","Dipodomys compactus",-98.6575,29.226111
"46872","Perognathus flavus",-98.533627,28.850255
"46873","Perognathus flavus",-98.6575,29.226111
"46874","Dipodomys compactus",-98.6575,29.226111
"46875","Dipodomys compactus",-98.6575,29.226111
"46876","Perognathus merriami",-98.6575,29.226111
"46877","Dipodomys compactus",-98.6575,29.226111
"46878","Dipodomys compactus",-98.6575,29.226111
"46881","Chaetodipus hispidus",-97.5,25.9
"46882","Chaetodipus hispidus",-97.4975,25.901799999258
"46883","Chaetodipus hispidus",-97.4975,25.901799999258
"46884","Chaetodipus hispidus",-97.4975,25.901799999258
"46885","Liomys irroratus",-97.488,25.915
"46886","Liomys irroratus",-97.5,25.9
"46887","Liomys irroratus",-99.237,30.08
"46888","Chaetodipus hispidus",-98.493333,29.423889
"46889","Perognathus merriami",-98.493333,29.423889
"46890","Perognathus merriami",-98.493333,29.423889
"46891","Chaetodipus hispidus",-98.493333,29.423889
"46892","Chaetodipus hispidus",-97.052,28.042
"46893","Chaetodipus hispidus",-97.052,28.042
"46894","Chaetodipus hispidus",-97.052,28.042
"46895","Chaetodipus hispidus",-97.052,28.042
"46896","Perognathus merriami",-97.4975,25.901799999258
"46897","Perognathus merriami",-97.4975,25.901799999258
"46898","Liomys irroratus",-97.4975,25.901799999258
"46899","Chaetodipus hispidus",-97.052,28.042
"46900","Chaetodipus hispidus",-97.052,28.042
"46901","Liomys irroratus",-97.488,25.915
"46902","Chaetodipus hispidus",-97.488,25.915
"46903","Liomys irroratus",-97.488,25.915
"46904","Liomys irroratus",-97.488,25.915
"46905","Liomys irroratus",-97.4975,25.901799999258
"46906","Liomys irroratus",-97.488,25.915
"46907","Perognathus",-97.496792,25.900526
"46908","Liomys irroratus",-97.488,25.915
"46909","Chaetodipus hispidus",-97.482,25.927
"46910","Liomys irroratus",-97.488,25.915
"46911","Chaetodipus hispidus",-97.488,25.915
"46912","Perognathus merriami",-97.488,25.915
"46913","Liomys irroratus",-97.496792,25.900526
"46914","Chaetodipus hispidus",-97.488,25.915
"46915","Perognathus merriami",-97.488,25.915
"46916","Chaetodipus hispidus",-97.496792,25.900526
"46917","Chaetodipus hispidus",-97.482,25.927
"46918","Dipodomys compactus",-97.261559,26.509984
"46919","Dipodomys compactus",-97.212617,27.616645
"46923","Perognathus flavus",-97.861,27.528999
"46924","Perognathus merriami",-97.81472,27.269417
"46931","Dipodomys compactus",-98.759409,27.30639
"46932","Dipodomys compactus",-98.66179,27.30639
"46933","Dipodomys ordii",-99.008329,27.092562
"46934","Dipodomys ordii",-98.89333,27.01289
"46935","Dipodomys ordii",-99.146079,26.969893
"46936","Liomys irroratus",-97.863536,26.48111
"46937","Liomys irroratus",-97.863536,26.48111
"46938","Chaetodipus hispidus",-97.863536,26.48111
"46939","Chaetodipus hispidus",-97.863536,26.48111
"46940","Chaetodipus hispidus",-97.863536,26.48111
"46941","Chaetodipus hispidus",-98.892424,27.46556
"46942","Chaetodipus hispidus",-99.6175,28.82072
"46943","Chaetodipus hispidus",-98.183791,27.75194
"46947","Dipodomys compactus",-97.176312,26.175402
"46949","Chaetodipus hispidus",-99.073195,30.04722
"46954","Chaetodipus hispidus",-98.906622,28.54734
"46955","Dipodomys compactus",-97.81472,27.269417
"46963","Dipodomys ordii",-98.84056,27.440287
"46964","Dipodomys compactus",-98.969681,27.372659
"46965","Dipodomys ordii",-98.374219,28.615007
"46966","Dipodomys ordii",-99.146079,26.969893
"46969","Chaetodipus hispidus",-99.09472,28.84857
"46970","Liomys irroratus",-97.863536,26.48111
"46971","Liomys irroratus",-97.863536,26.48111
"46972","Liomys irroratus",-97.863536,26.48111
"46973","Liomys irroratus",-97.863536,26.48111
"46974","Liomys irroratus",-97.863536,26.48111
"46978","Dipodomys compactus",-97.176312,26.175402
"46988","Dipodomys compactus",-97.81472,27.269417
"46994","Dipodomys ordii",-99.008329,27.092562
"46995","Dipodomys ordii",-99.22524,26.94783
"46998","Dipodomys compactus",-99.00083,27.424983
"47002","Liomys irroratus",-97.863536,26.48111
"47003","Chaetodipus hispidus",-97.863536,26.48111
"47006","Chaetodipus hispidus",-99.17728,28.89194
"47007","Dipodomys compactus",-97.261559,26.509984
"47010","Dipodomys compactus",-97.06083,27.558932
"47020","Dipodomys compactus",-97.160046,26.07306
"47022","Dipodomys compactus",-97.160046,26.07306
"47023","Perognathus merriami",-99.781857,28.422885
"47024","Dipodomys ordii",-98.89333,26.983977
"47027","Dipodomys ordii",-98.884798,27.122386
"47028","Dipodomys compactus",-98.725866,29.171725
"47031","Liomys irroratus",-97.863536,26.48111
"47032","Chaetodipus hispidus",-97.863536,26.48111
"47040","Dipodomys compactus",-97.152342,27.713695
"47041","Perognathus merriami",-100.448173,29.612137
"47042","Dipodomys compactus",-97.06083,27.558932
"47043","Dipodomys compactus",-97.06083,27.558932
"47050","Dipodomys compactus",-97.81472,27.269417
"47056","Dipodomys compactus",-98.67806,27.21965
"47057","Dipodomys compactus",-97.160046,26.07306
"47058","Dipodomys ordii",-99.781857,28.422885
"47059","Dipodomys compactus",-97.78278,26.510023
"47060","Dipodomys ordii",-98.89333,26.767126
"47062","Dipodomys ordii",-98.89333,26.955064
"47067","Liomys irroratus",-97.863536,26.48111
"47068","Liomys irroratus",-97.863536,26.48111
"47069","Liomys irroratus",-97.863536,26.48111
"47070","Liomys irroratus",-97.863536,26.48111
"47072","Perognathus merriami",-99.39952,28.34528
"47084","Dipodomys compactus",-97.06083,27.501106
"47086","Dipodomys ordii",-99.223134,28.04083
"47097","Dipodomys compactus",-97.75243,26.68528
"47099","Dipodomys compactus",-98.66179,27.30639
"47100","Dipodomys compactus",-97.160046,26.07306
"47101","Dipodomys compactus",-98.135,26.863546
"47102","Dipodomys ordii",-98.884798,27.122386
"47103","Dipodomys ordii",-98.735556,27.255278
"47104","Dipodomys ordii",-98.735556,27.255278
"47105","Dipodomys compactus",-98.759409,27.30639
"47109","Chaetodipus hispidus",-99.17728,28.89194
"47113","Liomys irroratus",-97.863536,26.48111
"47114","Liomys irroratus",-97.863536,26.48111
"47115","Liomys irroratus",-97.863536,26.48111
"47118","Chaetodipus hispidus",-98.183791,27.75194
"47119","Liomys irroratus",-97.055408,26.1
"47120","Chaetodipus hispidus",-97.78278,26.56785
"47142","Dipodomys compactus",-99.766943,28.569944
"47144","Dipodomys compactus",-97.78889,27.047909
"47145","Dipodomys ordii",-99.008329,27.092562
"47146","Chaetodipus hispidus",-99.17728,28.89194
"47147","Chaetodipus hispidus",-99.17728,28.89194
"47148","Chaetodipus hispidus",-99.259645,26.917162
"47150","Liomys irroratus",-97.863536,26.48111
"47151","Liomys irroratus",-97.863536,26.48111
"47152","Liomys irroratus",-97.863536,26.48111
"47153","Liomys irroratus",-97.863536,26.48111
"47154","Liomys irroratus",-97.863536,26.48111
"47155","Liomys irroratus",-97.863536,26.48111
"47156","Perognathus merriami",-98.892424,27.46556
"47157","Perognathus merriami",-98.892424,27.46556
"47158","Chaetodipus hispidus",-98.183791,27.75194
"47170","Dipodomys compactus",-97.06083,27.558932
"47175","Perognathus merriami",-97.81472,27.269417
"47180","Dipodomys compactus",-97.160046,26.07306
"47181","Dipodomys compactus",-98.66179,27.30639
"47182","Dipodomys compactus",-98.726869,27.30639
"47184","Dipodomys ordii",-99.08694,27.477243
"47185","Dipodomys ordii",-98.930647,27.081496
"47186","Dipodomys compactus",-98.759409,27.30639
"47187","Dipodomys ordii",-98.954645,27.30639
"47188","Dipodomys ordii",-98.930647,27.081496
"47189","Chaetodipus hispidus",-99.259645,26.917162
"47195","Liomys irroratus",-97.863536,26.48111
"47196","Liomys irroratus",-97.863536,26.48111
"47197","Liomys irroratus",-97.863536,26.48111
"47198","Liomys irroratus",-97.863536,26.48111
"47201","Perognathus merriami",-98.892424,27.46556
"47202","Perognathus merriami",-98.892424,27.46556
"47203","Chaetodipus hispidus",-98.183791,27.75194
"47204","Liomys irroratus",-97.863536,26.48111
"47205","Liomys irroratus",-97.055408,26.1
"47206","Liomys irroratus",-97.055408,26.1
"47209","Dipodomys compactus",-97.212617,27.616645
"47212","Dipodomys compactus",-98.84056,27.460686
"47214","Dipodomys compactus",-97.06083,27.558932
"47215","Dipodomys compactus",-97.06083,27.558932
"47218","Perognathus merriami",-99.32056,28.504417
"47220","Chaetodipus hispidus",-98.906622,28.54734
"47221","Dipodomys compactus",-97.81472,27.269417
"47231","Chaetodipus hispidus",-97.38806,28.740344
"47235","Dipodomys compactus",-97.160046,26.07306
"47236","Chaetodipus hispidus",-99.976512,28.419446
"47237","Dipodomys ordii",-99.08694,27.665181
"47238","Dipodomys compactus",-98.759409,27.30639
"47239","Dipodomys compactus",-98.759409,27.30639
"47240","Dipodomys ordii",-98.954645,27.30639
"47242","Chaetodipus hispidus",-99.17728,28.89194
"47248","Liomys irroratus",-97.863536,26.48111
"47249","Liomys irroratus",-97.863536,26.48111
"47250","Liomys irroratus",-97.863536,26.48111
"47251","Liomys irroratus",-97.863536,26.48111
"47252","Liomys irroratus",-97.863536,26.48111
"47253","Chaetodipus hispidus",-97.863536,26.48111
"47255","Chaetodipus hispidus",-97.765828,28.81889
"47256","Chaetodipus hispidus",-97.78278,26.56785
"47261","Chaetodipus hispidus",-99.714453,30.17444
"47263","Dipodomys compactus",-97.330544,26.48111
"47264","Perognathus merriami",-97.81472,27.269417
"47271","Dipodomys compactus",-97.160046,26.07306
"47272","Dipodomys ordii",-98.969681,27.372659
"47273","Dipodomys ordii",-98.735556,27.255278
"47274","Liomys irroratus",-97.77583,26.70298
"47278","Liomys irroratus",-97.863536,26.48111
"47279","Liomys irroratus",-97.863536,26.48111
"47280","Liomys irroratus",-97.863536,26.48111
"47281","Liomys irroratus",-97.863536,26.48111
"47282","Chaetodipus hispidus",-97.863536,26.48111
"47283","Liomys irroratus",-97.055408,26.1
"47285","Chaetodipus hispidus",-98.183791,27.75194
"47297","Dipodomys compactus",-97.160046,26.07306
"47298","Dipodomys compactus",-97.160046,26.07306
"47299","Chaetodipus hispidus",-99.781857,28.422885
"47300","Dipodomys compactus",-98.759409,27.30639
"47301","Dipodomys compactus",-98.759409,27.30639
"47302","Dipodomys compactus",-98.67806,27.205193
"47303","Dipodomys ordii",-98.954645,27.30639
"47304","Dipodomys ordii",-99.08872,27.021005
"47305","Perognathus merriami",-98.67806,26.988342
"47306","Dipodomys ordii",-99.393126,27.50611
"47309","Liomys irroratus",-97.863536,26.48111
"47310","Liomys irroratus",-97.78278,27.565364
"47311","Liomys irroratus",-97.863536,26.48111
"47312","Dipodomys ordii",-98.892424,27.46556
"47313","Chaetodipus hispidus",-97.055408,26.1
"47314","Chaetodipus hispidus",-100.416755,28.70889
"47315","Chaetodipus hispidus",-97.765828,28.81889
"47318","Dipodomys compactus",-97.261559,26.509984
"47321","Perognathus merriami",-100.448173,29.612137
"47327","Chaetodipus hispidus",-99.714453,30.17444
"47328","Perognathus merriami",-98.927823,27.42467
"47329","Perognathus merriami",-98.927823,27.42467
"47331","Perognathus merriami",-97.81472,27.269417
"47336","Chaetodipus hispidus",-99.781857,28.422885
"47337","Dipodomys compactus",-97.160046,26.07306
"47338","Chaetodipus hispidus",-98.954645,27.30639
"47339","Dipodomys ordii",-98.976464,27.040607
"47340","Dipodomys ordii",-99.08872,27.021005
"47341","Dipodomys compactus",-98.759409,27.30639
"47343","Chaetodipus hispidus",-99.17728,28.89194
"47346","Liomys irroratus",-97.863536,26.48111
"47347","Liomys irroratus",-97.863536,26.48111
"47349","Liomys irroratus",-99.138942,26.55861
"47350","Chaetodipus hispidus",-99.816401,28.94083
"47351","Dipodomys compactus",-97.261559,26.509984
"47359","Dipodomys compactus",-97.160046,26.07306
"47361","Dipodomys compactus",-98.759409,27.30639
"47362","Dipodomys ordii",-98.963455,27.359302
"47363","Dipodomys compactus",-98.67806,27.205193
"47367","Liomys irroratus",-97.863536,26.48111
"47368","Liomys irroratus",-97.863536,26.48111
"47369","Liomys irroratus",-97.863536,26.48111
"47370","Chaetodipus hispidus",-97.863536,26.48111
"47372","Perognathus merriami",-98.892424,27.46556
"47373","Chaetodipus hispidus",-98.183791,27.75194
"47374","Chaetodipus hispidus",-98.183791,27.75194
"47375","Liomys irroratus",-97.055408,26.1
"47381","Dipodomys compactus",-97.261559,26.509984
"47383","Chaetodipus hispidus",-98.906622,28.54734
"47385","Dipodomys compactus",-97.330544,26.48111
"47388","Dipodomys compactus",-97.655349,26.68528
"47389","Dipodomys compactus",-97.160046,26.07306
"47392","Dipodomys compactus",-99.08872,27.021005
"47393","Dipodomys compactus",-98.791948,27.30639
"47396","Perognathus merriami",-98.759409,27.30639
"47399","Liomys irroratus",-97.863536,26.48111
"47400","Liomys irroratus",-97.863536,26.48111
"47401","Liomys irroratus",-97.863536,26.48111
"47402","Dipodomys ordii",-98.892424,27.46556
"47403","Chaetodipus hispidus",-99.39952,28.34528
"47404","Chaetodipus hispidus",-98.183791,27.75194
"47406","Liomys irroratus",-97.055408,26.1
"47408","Dipodomys compactus",-97.81472,27.269417
"47415","Perognathus merriami",-99.781857,28.422885
"47416","Dipodomys compactus",-98.66179,27.30639
"47417","Chaetodipus hispidus",-98.969681,27.372659
"47418","Dipodomys compactus",-97.77583,26.70298
"47419","Dipodomys ordii",-98.735556,27.255278
"47420","Dipodomys compactus",-98.759409,27.30639
"47421","Dipodomys ordii",-98.67806,27.234106
"47422","Dipodomys ordii",-98.963455,27.359302
"47423","Dipodomys ordii",-99.019819,27.08234
"47424","Liomys irroratus",-97.863536,26.48111
"47425","Liomys irroratus",-97.863536,26.48111
"47426","Liomys irroratus",-97.863536,26.48111
"47427","Liomys irroratus",-97.863536,26.48111
"47428","Liomys irroratus",-97.863536,26.48111
"47429","Liomys irroratus",-97.863536,26.48111
"47430","Liomys irroratus",-97.863536,26.48111
"47431","Liomys irroratus",-97.055408,26.1
"47432","Perognathus merriami",-100.416755,28.70889
"47434","Perognathus merriami",-99.778012,28.52167
"47435","Perognathus merriami",-99.39952,28.34528
"47444","Liomys irroratus",-98.1631062336549,26.3013266453049
"47445","Chaetodipus hispidus",-97.976997,27.530001
"47450","Perognathus merriami",-98.927823,27.42467
"47452","Chaetodipus hispidus",-99.714453,30.17444
"47469","Dipodomys compactus",-97.160046,26.07306
"47470","Dipodomys compactus",-97.160046,26.07306
"47471","Dipodomys compactus",-97.233983,27.680273
"47472","Perognathus merriami",-99.781857,28.422885
"47473","Dipodomys ordii",-99.157545,26.95967
"47474","Dipodomys ordii",-99.146079,26.969893
"47476","Dipodomys ordii",-99.00083,27.338243
"47477","Perognathus merriami",-98.67806,27.046169
"47481","Chaetodipus hispidus",-99.17728,28.89194
"47483","Liomys irroratus",-97.863536,26.48111
"47486","Liomys irroratus",-97.055408,26.1
"47487","Dipodomys compactus",-97.261559,26.509984
"47489","Dipodomys compactus",-97.06083,27.558932
"47490","Dipodomys compactus",-97.06083,27.501106
"47491","Chaetodipus hispidus",-99.32056,28.504417
"47494","Chaetodipus hispidus",-98.906622,28.54734
"47497","Dipodomys compactus",-97.75243,26.68528
"47500","Dipodomys compactus",-98.791948,27.30639
"47501","Dipodomys compactus",-97.160046,26.07306
"47502","Chaetodipus hispidus",-99.781857,28.422885
"47503","Dipodomys compactus",-97.160046,26.07306
"47504","Chaetodipus hispidus",-98.67806,27.046169
"47505","Dipodomys compactus",-98.791948,27.30639
"47507","Liomys irroratus",-97.863536,26.48111
"47508","Chaetodipus hispidus",-97.863536,26.48111
"47510","Perognathus merriami",-98.892424,27.46556
"47511","Perognathus merriami",-99.39952,28.34528
"47512","Chaetodipus hispidus",-98.183791,27.75194
"47514","Liomys irroratus",-99.138942,26.55861
"47523","Dipodomys compactus",-97.06083,27.558932
"47527","Dipodomys compactus",-97.160046,26.07306
"47529","Chaetodipus hispidus",-97.576796,30.035107
"47530","Dipodomys compactus",-98.84056,27.483657
"47533","Liomys irroratus",-97.863536,26.48111
"47534","Liomys irroratus",-97.863536,26.48111
"47535","Liomys irroratus",-97.863536,26.48111
"47536","Liomys irroratus",-97.863536,26.48111
"47537","Liomys irroratus",-97.863536,26.48111
"47538","Liomys irroratus",-97.863536,26.48111
"47539","Liomys irroratus",-97.863536,26.48111
"47541","Liomys irroratus",-97.055408,26.1
"47542","Chaetodipus hispidus",-97.860555,28.09417
"47544","Chaetodipus hispidus",-98.34528,26.73591
"47547","Dipodomys compactus",-97.212617,27.616645
"47550","Chaetodipus hispidus",-98.988902,29.98478
"47551","Chaetodipus hispidus",-99.714453,30.17444
"47554","Chaetodipus hispidus",-98.829206,28.078885
"47557","Dipodomys compactus",-97.81472,27.269417
"47560","Dipodomys compactus",-97.81472,27.269417
"47563","Dipodomys compactus",-97.160046,26.07306
"47565","Dipodomys ordii",-98.963455,27.359302
"47566","Dipodomys compactus",-98.759409,27.30639
"47567","Dipodomys compactus",-98.759409,27.30639
"47568","Dipodomys ordii",-98.954645,27.30639
"47570","Chaetodipus hispidus",-99.17728,28.89194
"47572","Liomys irroratus",-97.863536,26.48111
"47574","Liomys irroratus",-97.863536,26.48111
"47575","Chaetodipus hispidus",-98.183791,27.75194
"47577","Perognathus merriami",-99.39952,28.34528
"47578","Perognathus merriami",-99.39952,28.34528
"47581","Chaetodipus hispidus",-98.183791,27.75194
"47582","Chaetodipus hispidus",-98.183791,27.75194
"47584","Liomys irroratus",-98.1631062336549,26.3013266453049
