"","name","decimalLongitude","decimalLatitude"
"18280","Baiomys taylori",-97.417331,28.11608
"18281","Baiomys taylori",-97.428904,28.105811
"18282","Oryzomys palustris",-97.417331,28.11608
"18283","Reithrodontomys fulvescens",-97.411544,28.121214
"18284","Reithrodontomys fulvescens",-97.411544,28.121214
"18285","Reithrodontomys fulvescens",-97.411544,28.121214
"18286","Reithrodontomys fulvescens",-97.411544,28.121214
"18287","Baiomys taylori",-97.411544,28.121214
"18288","Onychomys leucogaster",-97.084858,27.80827
"18289","Oryzomys palustris",-97.417331,28.11608
"18290","Reithrodontomys fulvescens",-97.05957,28.086122
"18291","Reithrodontomys fulvescens",-97.417331,28.11608
"18292","Sigmodon hispidus",-97.084858,27.80827
"18293","Baiomys taylori",-97.05957,28.086122
"18294","Oryzomys palustris",-97.056607,28.100524
"18295","Reithrodontomys fulvescens",-97.08368,27.81439
"18298","Oryzomys palustris",-97.399972,28.131483
"18299","Oryzomys palustris",-97.417331,28.11608
"18300","Peromyscus leucopus",-97.509914,28.157368
"18301","Peromyscus leucopus",-97.417331,28.11608
"18302","Reithrodontomys fulvescens",-97.411544,28.121214
"18303","Sigmodon hispidus",-97.05957,28.086122
"18306","Baiomys taylori",-97.36702,28.108932
"18307","Oryzomys palustris",-97.417331,28.11608
"18308","Peromyscus leucopus",-97.417331,28.11608
"18309","Peromyscus leucopus",-97.399972,28.131483
"18310","Reithrodontomys fulvescens",-97.417331,28.11608
"18311","Reithrodontomys fulvescens",-97.417331,28.11608
"18313","Baiomys taylori",-97.417331,28.11608
"18314","Oryzomys palustris",-97.084858,27.80827
"18315","Peromyscus leucopus",-97.428904,28.105811
"18316","Reithrodontomys fulvescens",-97.399972,28.131483
"18317","Baiomys taylori",-97.056607,28.100524
"18318","Baiomys taylori",-97.417331,28.11608
"18319","Oryzomys palustris",-97.411544,28.121214
"18320","Peromyscus leucopus",-97.411544,28.121214
"18321","Peromyscus leucopus",-97.417331,28.11608
"18322","Sigmodon hispidus",-97.411544,28.121214
"18324","Baiomys taylori",-97.411544,28.121214
"18325","Baiomys taylori",-97.417331,28.11608
"18326","Baiomys taylori",-97.417331,28.11608
"18327","Onychomys leucogaster",-97.084858,27.80827
"18328","Oryzomys palustris",-97.417331,28.11608
"18329","Peromyscus leucopus",-97.411544,28.121214
"18330","Reithrodontomys fulvescens",-97.056607,28.100524
"18331","Sigmodon hispidus",-97.084858,27.80827
"18332","Baiomys taylori",-97.417331,28.11608
"18333","Baiomys taylori",-97.417331,28.11608
"18334","Oryzomys palustris",-97.417331,28.11608
"18335","Oryzomys palustris",-97.417331,28.11608
"18336","Baiomys taylori",-97.056607,28.100524
"18337","Baiomys taylori",-97.428904,28.105811
"18338","Neotoma micropus",-97.399972,28.131483
"18339","Peromyscus leucopus",-97.428904,28.105811
"18340","Sigmodon hispidus",-97.05957,28.086122
"18341","Sigmodon hispidus",-97.084858,27.80827
"18343","Baiomys taylori",-97.05957,28.086122
"18344","Baiomys taylori",-97.417331,28.11608
"18345","Onychomys leucogaster",-97.084858,27.80827
"18346","Oryzomys palustris",-97.411544,28.121214
"18347","Reithrodontomys fulvescens",-97.05957,28.086122
"18349","Baiomys taylori",-97.417331,28.11608
"18350","Baiomys taylori",-97.428904,28.105811
"18351","Baiomys taylori",-97.417331,28.11608
"18352","Baiomys taylori",-97.428904,28.105811
"18353","Oryzomys palustris",-97.399972,28.131483
"18354","Reithrodontomys fulvescens",-97.05957,28.086122
"18355","Reithrodontomys fulvescens",-97.428904,28.105811
"18358","Baiomys taylori",-97.05957,28.086122
"18359","Baiomys taylori",-97.411544,28.121214
"18360","Neotoma micropus",-97.428904,28.105811
"18361","Neotoma micropus",-97.399972,28.131483
"18362","Peromyscus leucopus",-97.417331,28.11608
"18363","Reithrodontomys fulvescens",-97.056607,28.100524
"18364","Reithrodontomys fulvescens",-97.428904,28.105811
"18365","Baiomys taylori",-97.428904,28.105811
"18366","Baiomys taylori",-97.428904,28.105811
"18367","Baiomys taylori",-97.428904,28.105811
"18368","Oryzomys palustris",-97.417331,28.11608
"18369","Sigmodon hispidus",-97.084858,27.80827
"18370","Sigmodon hispidus",-97.084858,27.80827
"18371","Sigmodon hispidus",-97.084858,27.80827
"18372","Baiomys taylori",-97.417331,28.11608
"18373","Oryzomys palustris",-97.084858,27.80827
"18374","Peromyscus leucopus",-97.509914,28.157368
"18375","Peromyscus leucopus",-97.417331,28.11608
"18376","Sigmodon hispidus",-97.399972,28.131483
"18379","Peromyscus attwateri",-100.322132,30.015765
"18380","Peromyscus leucopus",-97.172905,25.983575
"18381","Peromyscus leucopus",-97.416129,25.859279
"18383","Peromyscus pectoralis",-100.046201,30.016836
"18384","Peromyscus pectoralis",-100.138628,29.856069
"18385","Peromyscus pectoralis",-99.232212,29.974107
"18386","Peromyscus pectoralis",-99.232212,29.974107
"18387","Peromyscus pectoralis",-98.902477,30.064255
"18388","Peromyscus pectoralis",-98.902477,30.064255
"18389","Peromyscus pectoralis",-99.232212,29.974107
"18390","Peromyscus pectoralis",-99.232212,29.974107
"18393","Sigmodon hispidus",-97.152223,25.99422
"18394","Sigmodon hispidus",-97.416129,25.859279
"18395","Sigmodon hispidus",-97.172905,25.983575
"18398","Peromyscus attwateri",-100.322132,30.015765
"18399","Peromyscus leucopus",-97.675036,26.080204
"18400","Peromyscus leucopus",-97.675036,26.080204
"18401","Peromyscus leucopus",-97.675036,26.080204
"18402","Peromyscus leucopus",-97.172905,25.983575
"18404","Peromyscus pectoralis",-100.046201,30.016836
"18405","Peromyscus pectoralis",-100.046201,30.016836
"18406","Peromyscus pectoralis",-100.322132,30.015765
"18407","Peromyscus pectoralis",-98.902477,30.064255
"18408","Peromyscus pectoralis",-98.902477,30.064255
"18409","Peromyscus pectoralis",-99.232212,29.974107
"18410","Peromyscus pectoralis",-99.232212,29.974107
"18411","Peromyscus pectoralis",-99.246433,29.912758
"18412","Peromyscus pectoralis",-99.246433,29.912758
"18413","Sigmodon hispidus",-97.172905,25.983575
"18414","Sigmodon hispidus",-97.172905,25.983575
"18419","Baiomys taylori",-99.104763,29.843015
"18420","Peromyscus attwateri",-99.104763,29.850274
"18421","Peromyscus leucopus",-97.172905,25.983575
"18422","Peromyscus pectoralis",-99.104763,29.850274
"18423","Peromyscus pectoralis",-100.046201,30.016836
"18424","Peromyscus pectoralis",-100.138628,29.856069
"18425","Peromyscus pectoralis",-99.232212,29.974107
"18426","Peromyscus pectoralis",-98.902477,30.064255
"18427","Peromyscus pectoralis",-99.232212,29.974107
"18428","Peromyscus pectoralis",-99.232212,29.974107
"18429","Peromyscus pectoralis",-99.232212,29.974107
"18432","Sigmodon hispidus",-97.169266,26.115369
"18433","Sigmodon hispidus",-97.172905,25.983575
"18434","Sigmodon hispidus",-97.172905,25.983575
"18435","Sigmodon hispidus",-99.085637,29.973591
"18438","Baiomys taylori",-99.104763,29.843015
"18439","Peromyscus attwateri",-100.322132,30.015765
"18441","Peromyscus leucopus",-97.675036,26.080204
"18442","Peromyscus leucopus",-97.655239,26.088999
"18443","Peromyscus leucopus",-97.675036,26.080204
"18444","Peromyscus leucopus",-97.172905,25.983575
"18445","Peromyscus leucopus",-97.416129,25.859279
"18446","Peromyscus leucopus",-99.085637,29.973591
"18447","Peromyscus pectoralis",-99.104763,29.843015
"18448","Peromyscus pectoralis",-99.104763,29.843015
"18449","Peromyscus pectoralis",-100.046201,30.016836
"18450","Peromyscus pectoralis",-100.138628,29.856069
"18451","Peromyscus pectoralis",-100.138628,29.856069
"18452","Peromyscus pectoralis",-98.902477,30.064255
"18453","Peromyscus pectoralis",-98.902477,30.064255
"18455","Peromyscus pectoralis",-99.232212,29.974107
"18456","Peromyscus pectoralis",-99.232212,29.974107
"18457","Peromyscus pectoralis",-99.246433,29.912758
"18458","Peromyscus pectoralis",-99.246433,29.912758
"18463","Reithrodontomys fulvescens",-97.564804,25.95797
"18464","Sigmodon hispidus",-97.169266,26.115369
"18465","Sigmodon hispidus",-97.152223,25.99422
"18471","Neotoma micropus",-97.655239,26.088999
"18473","Peromyscus leucopus",-97.675036,26.080204
"18474","Peromyscus leucopus",-97.564804,25.95797
"18475","Peromyscus pectoralis",-100.046201,30.016836
"18476","Peromyscus pectoralis",-100.138628,29.856069
"18477","Peromyscus pectoralis",-100.046201,30.016836
"18478","Peromyscus pectoralis",-100.138628,29.856069
"18479","Peromyscus pectoralis",-100.138628,29.856069
"18480","Peromyscus pectoralis",-99.232212,29.974107
"18481","Peromyscus pectoralis",-98.902477,30.064255
"18484","Sigmodon hispidus",-97.169266,26.115369
"18487","Neotoma micropus",-97.172905,25.983575
"18488","Oryzomys couesi",-97.152223,25.99422
"18489","Peromyscus attwateri",-100.322132,30.015765
"18491","Peromyscus pectoralis",-99.104763,29.843015
"18492","Peromyscus pectoralis",-99.104763,29.843015
"18493","Peromyscus pectoralis",-99.104763,29.843015
"18494","Peromyscus pectoralis",-100.046201,30.016836
"18495","Peromyscus pectoralis",-100.138628,29.885105
"18496","Peromyscus pectoralis",-99.246433,29.912758
"18500","Sigmodon hispidus",-97.172905,25.983575
"18501","Sigmodon hispidus",-97.172905,25.983575
"18506","Peromyscus leucopus",-97.416129,25.859279
"18508","Peromyscus pectoralis",-100.138628,29.856069
"18509","Peromyscus pectoralis",-100.138628,29.856069
"18510","Peromyscus pectoralis",-100.138628,29.856069
"18511","Peromyscus pectoralis",-100.138628,29.856069
"18512","Peromyscus pectoralis",-100.138628,29.885105
"18513","Peromyscus pectoralis",-98.902477,30.064255
"18514","Peromyscus pectoralis",-98.902477,30.064255
"18515","Peromyscus pectoralis",-98.902477,30.064255
"18516","Peromyscus pectoralis",-98.902477,30.064255
"18517","Peromyscus pectoralis",-99.246433,29.912758
"18518","Peromyscus pectoralis",-99.232212,29.974107
"18521","Sigmodon hispidus",-97.416129,25.859279
"18522","Peromyscus attwateri",-99.104763,29.850274
"18523","Peromyscus leucopus",-97.172905,25.983575
"18524","Peromyscus leucopus",-97.172905,25.983575
"18525","Peromyscus leucopus",-97.416129,25.859279
"18527","Peromyscus pectoralis",-100.046201,30.016836
"18528","Peromyscus pectoralis",-100.046201,30.016836
"18530","Peromyscus pectoralis",-98.902477,30.064255
"18533","Reithrodontomys fulvescens",-97.416129,25.859279
"18534","Sigmodon hispidus",-97.172905,25.983575
"18543","Baiomys taylori",-97.416129,25.859279
"18544","Baiomys taylori",-99.232212,29.974107
"18546","Peromyscus attwateri",-100.322132,30.015765
"18547","Peromyscus attwateri",-100.322132,30.015765
"18548","Peromyscus leucopus",-97.675036,26.080204
"18549","Peromyscus leucopus",-97.172905,25.983575
"18551","Peromyscus maniculatus",-98.902477,30.064255
"18552","Peromyscus pectoralis",-99.104763,29.850274
"18553","Peromyscus pectoralis",-100.322132,30.015765
"18554","Peromyscus pectoralis",-100.322132,30.015765
"18555","Peromyscus pectoralis",-100.138628,29.856069
"18556","Peromyscus pectoralis",-100.138628,29.856069
"18561","Peromyscus leucopus",-97.564804,25.95797
"18562","Peromyscus leucopus",-97.172905,25.983575
"18563","Peromyscus leucopus",-97.416129,25.859279
"18564","Peromyscus leucopus",-97.416129,25.859279
"18565","Peromyscus maniculatus",-98.902477,30.064255
"18566","Peromyscus pectoralis",-99.104763,29.843015
"18567","Peromyscus pectoralis",-99.104763,29.843015
"18568","Peromyscus pectoralis",-100.046201,30.016836
"18569","Peromyscus pectoralis",-100.046201,30.016836
"18570","Peromyscus pectoralis",-100.138628,29.856069
"18571","Peromyscus pectoralis",-99.232212,29.974107
"18572","Peromyscus pectoralis",-99.232212,29.974107
"18573","Peromyscus pectoralis",-99.246433,29.912758
"18577","Sigmodon hispidus",-97.416129,25.859279
"18578","Sigmodon hispidus",-97.655239,26.088999
"18587","Onychomys leucogaster",-97.169266,26.115369
"18588","Peromyscus attwateri",-100.322132,30.015765
"18590","Peromyscus leucopus",-97.416129,25.859279
"18593","Peromyscus pectoralis",-100.046201,30.016836
"18594","Peromyscus pectoralis",-100.138628,29.885105
"18605","Neotoma micropus",-97.655239,26.088999
"18606","Peromyscus leucopus",-97.172905,25.983575
"18607","Peromyscus leucopus",-97.416129,25.859279
"18608","Peromyscus leucopus",-97.416129,25.859279
"18609","Peromyscus leucopus",-97.416129,25.859279
"18610","Peromyscus pectoralis",-100.046201,30.016836
"18611","Peromyscus pectoralis",-99.232212,29.974107
"18612","Peromyscus pectoralis",-99.232212,29.974107
"18618","Peromyscus attwateri",-99.104763,29.850274
"18619","Peromyscus pectoralis",-99.232212,29.974107
"18620","Peromyscus pectoralis",-99.232212,29.974107
"18622","Reithrodontomys fulvescens",-97.172905,25.983575
"18624","Sigmodon hispidus",-97.152223,25.99422
"18629","Onychomys leucogaster",-97.169266,26.115369
"18630","Peromyscus attwateri",-99.104763,29.850274
"18631","Peromyscus leucopus",-97.416129,25.859279
"18632","Peromyscus leucopus",-97.172905,25.983575
"18633","Peromyscus leucopus",-97.416129,25.859279
"18634","Peromyscus leucopus",-97.172905,25.983575
"18636","Peromyscus pectoralis",-99.104763,29.843015
"18637","Peromyscus pectoralis",-100.046201,30.016836
"18638","Peromyscus pectoralis",-100.046201,30.016836
"18640","Peromyscus pectoralis",-99.232212,29.974107
"18641","Peromyscus pectoralis",-99.232212,29.974107
"18642","Peromyscus pectoralis",-99.232212,29.974107
"18644","Peromyscus pectoralis",-99.232212,29.974107
"18649","Sigmodon hispidus",-97.564804,25.95797
"18651","Baiomys taylori",-97.416129,25.859279
"18654","Peromyscus leucopus",-97.172905,25.983575
"18656","Peromyscus pectoralis",-98.902477,30.064255
"18657","Peromyscus pectoralis",-98.902477,30.064255
"18658","Peromyscus pectoralis",-99.246433,29.912758
"18662","Reithrodontomys montanus",-100.046201,30.016836
"18668","Peromyscus attwateri",-99.104763,29.850274
"18669","Peromyscus attwateri",-100.322132,30.015765
"18670","Peromyscus leucopus",-97.675036,26.080204
"18673","Peromyscus pectoralis",-100.046201,30.016836
"18674","Peromyscus pectoralis",-100.046201,30.016836
"18677","Peromyscus pectoralis",-100.138628,29.856069
"18679","Peromyscus pectoralis",-99.232212,29.974107
"18680","Peromyscus pectoralis",-99.232212,29.974107
"18683","Sigmodon hispidus",-97.655239,26.088999
"18684","Sigmodon hispidus",-97.675036,26.080204
"18685","Sigmodon hispidus",-97.152223,25.99422
"18686","Sigmodon hispidus",-97.172905,25.983575
"18687","Sigmodon hispidus",-99.085637,29.973591
"18694","Peromyscus attwateri",-99.104763,29.850274
"18695","Peromyscus attwateri",-99.104763,29.850274
"18696","Peromyscus attwateri",-100.322132,30.015765
"18698","Peromyscus pectoralis",-99.104763,29.843015
"18699","Peromyscus pectoralis",-100.138628,29.856069
"18700","Peromyscus pectoralis",-99.232212,29.974107
"18703","Reithrodontomys fulvescens",-97.416129,25.859279
"18705","Baiomys taylori",-97.564804,25.95797
"18706","Peromyscus leucopus",-97.172905,25.983575
"18707","Peromyscus leucopus",-97.564804,25.95797
"18708","Peromyscus pectoralis",-100.046201,30.016836
"18709","Peromyscus pectoralis",-100.372178,29.928658
"18710","Peromyscus pectoralis",-100.046201,30.016836
"18711","Peromyscus pectoralis",-100.138628,29.856069
"18712","Peromyscus pectoralis",-99.246433,29.912758
"18715","Peromyscus leucopus",-97.675036,26.080204
"18716","Peromyscus leucopus",-97.416129,25.859279
"18717","Peromyscus leucopus",-97.416129,25.859279
"18718","Peromyscus pectoralis",-100.138628,29.856069
"18719","Peromyscus pectoralis",-100.138628,29.856069
"18720","Peromyscus pectoralis",-98.902477,30.064255
"18722","Sigmodon hispidus",-97.152223,25.99422
"18724","Peromyscus leucopus",-97.172905,25.983575
"18725","Peromyscus leucopus",-97.172905,25.983575
"18726","Peromyscus leucopus",-97.172905,25.983575
"18727","Peromyscus leucopus",-97.675036,26.080204
"18728","Peromyscus pectoralis",-100.046201,30.016836
"18729","Peromyscus pectoralis",-100.138628,29.856069
"18730","Peromyscus pectoralis",-100.138628,29.856069
"18731","Peromyscus pectoralis",-99.246433,29.912758
"18733","Peromyscus pectoralis",-99.232212,29.974107
"18734","Peromyscus pectoralis",-99.246433,29.912758
"18735","Peromyscus pectoralis",-99.232212,29.974107
"18736","Peromyscus pectoralis",-99.246433,29.912758
"18740","Sigmodon hispidus",-97.655239,26.088999
"18748","Oryzomys couesi",-97.675036,26.080204
"18749","Peromyscus attwateri",-100.322132,30.015765
"18750","Peromyscus leucopus",-97.675036,26.080204
"18751","Peromyscus leucopus",-97.675036,26.080204
"18752","Peromyscus leucopus",-97.172905,25.983575
"18753","Peromyscus leucopus",-97.564804,25.95797
"18754","Peromyscus leucopus",-97.416129,25.859279
"18755","Peromyscus maniculatus",-98.902477,30.064255
"18756","Peromyscus pectoralis",-100.138628,29.885105
"18757","Peromyscus pectoralis",-100.138628,29.885105
"18758","Peromyscus pectoralis",-98.902477,30.064255
"18760","Peromyscus pectoralis",-99.232212,29.974107
"18763","Reithrodontomys fulvescens",-97.564804,25.95797
"18764","Sigmodon hispidus",-97.655239,26.088999
"18767","Peromyscus leucopus",-97.172905,25.983575
"18768","Peromyscus leucopus",-97.416129,25.859279
"18769","Peromyscus leucopus",-97.416129,25.859279
"18772","Peromyscus pectoralis",-99.104763,29.850274
"18773","Peromyscus pectoralis",-100.138628,29.885105
"18774","Peromyscus pectoralis",-100.138628,29.856069
"18776","Peromyscus pectoralis",-99.246433,29.912758
"18781","Sigmodon hispidus",-97.172905,25.983575
"18782","Sigmodon hispidus",-97.152223,25.99422
"18783","Sigmodon hispidus",-97.172905,25.983575
"18786","Peromyscus leucopus",-97.675036,26.080204
"18787","Peromyscus leucopus",-97.564804,25.95797
"18788","Peromyscus leucopus",-99.085637,29.973591
"18790","Peromyscus pectoralis",-99.104763,29.843015
"18791","Peromyscus pectoralis",-100.322132,30.015765
"18792","Peromyscus pectoralis",-100.046201,30.016836
"18793","Peromyscus pectoralis",-100.138628,29.885105
"18794","Peromyscus pectoralis",-100.138628,29.856069
"18795","Peromyscus pectoralis",-98.902477,30.064255
"18796","Peromyscus pectoralis",-99.232212,29.974107
"18797","Peromyscus pectoralis",-99.232212,29.974107
"18798","Peromyscus pectoralis",-99.232212,29.974107
"18802","Oryzomys couesi",-97.152223,25.99422
"18803","Peromyscus leucopus",-97.172905,25.983575
"18804","Peromyscus pectoralis",-99.104763,29.843015
"18805","Peromyscus pectoralis",-100.046201,30.016836
"18806","Peromyscus pectoralis",-100.046201,30.016836
"18807","Peromyscus pectoralis",-100.138628,29.856069
"18808","Peromyscus pectoralis",-98.902477,30.064255
"18809","Peromyscus pectoralis",-99.246433,29.912758
"18814","Sigmodon hispidus",-97.172905,25.983575
"18817","Baiomys taylori",-97.564804,25.95797
"18818","Peromyscus leucopus",-97.172905,25.983575
"18819","Peromyscus leucopus",-97.172905,25.983575
"18820","Peromyscus leucopus",-97.416129,25.859279
"18822","Peromyscus pectoralis",-99.104763,29.843015
"18823","Peromyscus pectoralis",-100.046201,30.016836
"18824","Peromyscus pectoralis",-100.138628,29.856069
"18825","Peromyscus pectoralis",-100.138628,29.856069
"18826","Peromyscus pectoralis",-98.902477,30.064255
"18827","Peromyscus pectoralis",-99.232212,29.974107
"18828","Peromyscus pectoralis",-99.232212,29.974107
"18829","Peromyscus pectoralis",-99.232212,29.974107
"18830","Peromyscus pectoralis",-99.246433,29.912758
"18833","Sigmodon hispidus",-97.152223,25.99422
"18834","Sigmodon hispidus",-97.416129,25.859279
"18835","Sigmodon hispidus",-97.172905,25.983575
"18836","Sigmodon hispidus",-97.416129,25.859279
"18842","Peromyscus leucopus",-97.172905,25.983575
"18843","Peromyscus leucopus",-97.416129,25.859279
"18844","Peromyscus leucopus",-97.416129,25.859279
"18845","Peromyscus pectoralis",-99.104763,29.843015
"18846","Peromyscus pectoralis",-100.138628,29.856069
"18847","Peromyscus pectoralis",-100.138628,29.856069
"18848","Peromyscus pectoralis",-99.246433,29.912758
"18854","Oryzomys couesi",-97.152223,25.99422
"18855","Peromyscus leucopus",-97.172905,25.983575
"18856","Peromyscus leucopus",-97.416129,25.859279
"18857","Peromyscus pectoralis",-99.104763,29.850274
"18858","Peromyscus pectoralis",-100.372178,29.928658
"18860","Peromyscus pectoralis",-98.902477,30.064255
"18861","Peromyscus pectoralis",-99.232212,29.974107
"18862","Peromyscus pectoralis",-99.232212,29.974107
"18866","Sigmodon hispidus",-97.655239,26.088999
"18867","Sigmodon hispidus",-97.655239,26.088999
"18868","Sigmodon hispidus",-98.902477,30.064255
"18872","Neotoma micropus",-97.172905,25.983575
"18873","Onychomys leucogaster",-97.169266,26.115369
"18874","Peromyscus attwateri",-99.104763,29.850274
"18877","Peromyscus pectoralis",-99.104763,29.843015
"18878","Peromyscus pectoralis",-99.104763,29.850274
"18879","Peromyscus pectoralis",-98.902477,30.064255
"18880","Peromyscus pectoralis",-99.232212,29.974107
"18881","Peromyscus pectoralis",-99.232212,29.974107
"18882","Peromyscus pectoralis",-99.232212,29.974107
"18884","Sigmodon hispidus",-97.416129,25.859279
"18886","Baiomys taylori",-99.104763,29.843015
"18887","Peromyscus attwateri",-100.322132,30.015765
"18888","Peromyscus leucopus",-97.416129,25.859279
"18889","Peromyscus leucopus",-97.172905,25.983575
"18891","Peromyscus leucopus",-98.902477,30.064255
"18892","Peromyscus pectoralis",-99.104763,29.843015
"18893","Peromyscus pectoralis",-99.104763,29.843015
"18894","Peromyscus pectoralis",-99.104763,29.843015
"18895","Peromyscus pectoralis",-100.322132,30.015765
"18897","Peromyscus pectoralis",-99.232212,29.974107
"18898","Peromyscus pectoralis",-99.232212,29.974107
"18899","Reithrodontomys fulvescens",-97.416129,25.859279
"18901","Sigmodon hispidus",-97.169266,26.115369
"18905","Neotoma micropus",-97.172905,25.983575
"18906","Peromyscus leucopus",-97.675036,26.080204
"18908","Peromyscus pectoralis",-100.372178,29.928658
"18909","Peromyscus pectoralis",-100.046201,30.016836
"18910","Peromyscus pectoralis",-100.046201,30.016836
"18911","Peromyscus pectoralis",-99.232212,29.974107
"18912","Sigmodon hispidus",-97.655239,26.088999
"18915","Peromyscus leucopus",-97.675036,26.080204
"18916","Peromyscus leucopus",-97.172905,25.983575
"18917","Peromyscus leucopus",-97.172905,25.983575
"18918","Peromyscus leucopus",-99.085637,29.973591
"18920","Peromyscus pectoralis",-100.046201,30.016836
"18921","Peromyscus pectoralis",-100.046201,30.016836
"18923","Sigmodon hispidus",-97.564804,25.95797
"18924","Sigmodon hispidus",-97.416129,25.859279
"18928","Peromyscus attwateri",-99.104763,29.850274
"18929","Peromyscus leucopus",-97.172905,25.983575
"18931","Peromyscus leucopus",-97.172905,25.983575
"18932","Peromyscus leucopus",-97.416129,25.859279
"18933","Peromyscus leucopus",-97.416129,25.859279
"18936","Peromyscus pectoralis",-100.046201,30.016836
"18937","Peromyscus pectoralis",-99.232212,29.974107
"18942","Reithrodontomys fulvescens",-97.655239,26.088999
"18943","Sigmodon hispidus",-97.172905,25.983575
"18948","Peromyscus attwateri",-100.322132,30.015765
"18949","Peromyscus leucopus",-97.172905,25.983575
"18950","Peromyscus leucopus",-97.675036,26.080204
"18952","Peromyscus pectoralis",-99.104763,29.843015
"18953","Peromyscus pectoralis",-100.046201,30.016836
"18955","Peromyscus pectoralis",-100.138628,29.856069
"18956","Peromyscus pectoralis",-100.138628,29.856069
"18957","Peromyscus pectoralis",-99.232212,29.974107
"18958","Peromyscus pectoralis",-99.232212,29.974107
"18960","Reithrodontomys fulvescens",-97.675036,26.080204
"18966","Peromyscus attwateri",-99.104763,29.850274
"18967","Peromyscus leucopus",-97.416129,25.859279
"18968","Peromyscus pectoralis",-99.104763,29.850274
"18969","Peromyscus pectoralis",-100.322132,30.015765
"18970","Peromyscus pectoralis",-100.046201,30.016836
"18971","Peromyscus pectoralis",-98.902477,30.064255
"18972","Peromyscus pectoralis",-99.232212,29.974107
"18973","Peromyscus pectoralis",-99.232212,29.974107
"18974","Sigmodon hispidus",-97.152223,25.99422
"18977","Peromyscus leucopus",-97.416129,25.859279
"18979","Peromyscus pectoralis",-99.104763,29.843015
"18980","Peromyscus pectoralis",-99.104763,29.843015
"18981","Peromyscus pectoralis",-99.104763,29.843015
"18982","Peromyscus pectoralis",-100.046201,30.016836
"18983","Peromyscus pectoralis",-99.232212,29.974107
"18984","Peromyscus pectoralis",-99.232212,29.974107
"18985","Peromyscus pectoralis",-99.232212,29.974107
"18986","Peromyscus pectoralis",-99.232212,29.974107
"18988","Peromyscus pectoralis",-99.246433,29.912758
"18992","Reithrodontomys fulvescens",-97.172905,25.983575
"19268","Sigmodon hispidus",-97.152223,25.99422
"19450","Peromyscus boylii",-99.5071435258357,27.2882847043062
"19458","Peromyscus boylii",-99.5071435258357,27.2882847043062
"19543","Oryzomys palustris",-96.732,28.416
"19581","Peromyscus leucopus",-98.0741045370933,26.4203223780185
"19600","Peromyscus leucopus",-98.0741045370933,26.4203223780185
"19601","Peromyscus leucopus",-98.0741045370933,26.4203223780185
"19618","Neotoma micropus",-98.0741045370933,26.4203223780185
"19679","Peromyscus leucopus",-100.637001,30.174
"19697","Sigmodon hispidus",-96.328,29.589
"19712","Sigmodon hispidus",-96.328,29.589
"19730","Sigmodon hispidus",-96.328,29.589
"19745","Peromyscus leucopus",-97.444516,26.553841
"19749","Onychomys leucogaster",-97.025001,27.716999
"19753","Onychomys leucogaster",-97.025001,27.716999
"19760","Sigmodon hispidus",-97.025001,27.716999
"19774","Sigmodon ochrognathus",-97.25,29.25
"19810","Neotoma micropus",-97.606003,25.928
"19833","Neotoma micropus",-97.606003,25.928
"19847","Neotoma micropus",-97.356003,25.81
"19852","Neotoma micropus",-97.356003,25.81
"19857","Neotoma micropus",-97.356003,25.81
"19858","Neotoma micropus",-97.356003,25.81
"19861","Neotoma micropus",-97.356003,25.81
"19866","Neotoma micropus",-97.356003,25.81
"19869","Neotoma micropus",-97.356003,25.81
"19875","Neotoma micropus",-97.356003,25.81
"19876","Neotoma micropus",-97.356003,25.81
"19877","Neotoma micropus",-97.356003,25.81
"19880","Neotoma micropus",-97.356003,25.81
"19898","Neotoma micropus",-97.356003,25.81
"19903","Neotoma micropus",-97.189003,25.923
"19904","Neotoma micropus",-97.189003,25.923
"19905","Neotoma micropus",-98.176002,28.662001
"19906","Sigmodon hispidus",-97.189003,25.923
"19907","Neotoma micropus",-97.189003,25.923
"19908","Neotoma micropus",-97.276001,25.736
"19909","Neotoma micropus",-97.189003,25.923
"19912","Neotoma micropus",-97.189003,25.923
"19914","Neotoma micropus",-97.189003,25.923
"19915","Neotoma micropus",-97.189003,25.923
"19916","Neotoma micropus",-97.189003,25.923
"19917","Neotoma micropus",-97.189003,25.923
"19918","Neotoma micropus",-98.176002,28.662001
"19919","Neotoma micropus",-97.189003,25.923
"19920","Neotoma micropus",-97.189003,25.923
"19921","Neotoma micropus",-97.189003,25.923
"19922","Neotoma micropus",-97.189003,25.923
"19923","Neotoma micropus",-97.189003,25.923
"19924","Sigmodon hispidus",-97.189003,25.923
"19925","Neotoma micropus",-97.189003,25.923
"19926","Neotoma micropus",-97.276001,25.736
"19927","Neotoma micropus",-97.189003,25.923
"19928","Neotoma micropus",-97.189003,25.923
"19929","Neotoma micropus",-97.189003,25.923
"19930","Neotoma micropus",-97.431,25.862
"19931","Neotoma micropus",-97.189003,25.923
"19932","Sigmodon hispidus",-97.431,25.862
"19933","Neotoma micropus",-97.189003,25.923
"19934","Neotoma micropus",-97.189003,25.923
"19935","Neotoma micropus",-97.189003,25.923
"19936","Sigmodon hispidus",-97.487999,25.915001
"19937","Sigmodon hispidus",-97.189003,25.923
"19938","Neotoma micropus",-97.189003,25.923
"19939","Neotoma micropus",-98.176002,28.662001
"19940","Sigmodon hispidus",-97.189003,25.923
"19941","Neotoma micropus",-97.189003,25.923
